source,recipient,issueDomain,amount,flowType,traceability,largeDonorShare,sourceRecordId,sourceUrl,committeeType,spendingPurpose,supportOppose,disclosureLag
NYC Campaign Finance Board,"Blake, Michael A",democracy,2.0969,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2193,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Blas, Sarah",democracy,0.1784,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2891,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Bondy, Faith",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2863,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Bonsell, Alina",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-3010,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Bottcher, Erik",democracy,0.3996,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2312,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Brannan, Justin",democracy,3.0382,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1990,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Brown, Telee",democracy,0.0901,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2985,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Buthorn, John K",democracy,0.0788,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2971,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Cabrera, Fernando L",democracy,0.2013,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1256,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Carr, David M",democracy,0.1803,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2382,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Caruso, Alexander J",democracy,0.0620,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2885,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Chou, Benjamin",democracy,0.3542,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2973,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Chow, Bernard",democracy,0.0982,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2788,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Clarke, Athena",democracy,0.0419,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2996,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Coleman, Jess K",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2874,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Colombo, Michael",democracy,0.2810,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2898,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Colon, Federico",democracy,0.1039,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2908,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Cunningham, Bianca",democracy,0.0729,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2935,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Cuomo, Andrew M",democracy,8.0719,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2993,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"De La Rosa, Carmen",democracy,0.1013,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2349,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Diakhate, Abou S",democracy,0.0907,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2581,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Diaz, David A",democracy,0.0532,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2900,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Diaz, Elijah",democracy,0.1828,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2966,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Dinowitz, Eric",democracy,0.2285,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2192,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Edwards, Khari",democracy,0.7830,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1597,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"El-Gamasy, Hatem",democracy,0.0751,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2905,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Encarnacion, Elsie R",democracy,0.2114,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2843,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Epstein, Harvey D",democracy,0.3706,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2860,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Felder, Simcha",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-313,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Feliz, Oswald",democracy,0.0719,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2311,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Fossella, Vito J",democracy,0.2818,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2721,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Gates, Sabrina",democracy,0.1137,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2489,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Gibson, Vanessa L",democracy,0.8636,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1707,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Gordillo, Andrea",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2846,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hagen, Clifford A",democracy,0.0651,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2974,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hanif, Shahana",democracy,0.2533,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2256,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hankerson, Tyrell D",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2867,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hanks, Kamillah M",democracy,0.2468,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1996,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Henriquez, Yanna M",democracy,0.1083,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2888,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Herbert-Guggenheim, Danielle",democracy,0.0780,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2927,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hitlall, Romeo",democracy,0.2022,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2844,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hodge Vasquez, Bryan",democracy,0.1674,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2666,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hoylman-Sigal, Brad",democracy,1.4967,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-296,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Hudson, Crystal",democracy,0.2476,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2267,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Kagan, Ari",democracy,0.1566,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1717,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Kornberg, Maya",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2876,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Krishnan, Shekar",democracy,0.3090,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2206,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Lander, Brad",democracy,6.4177,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1164,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Lara, Jacqueline",democracy,0.0532,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2979,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Lee, Linda",democracy,0.1984,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2453,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"LeGrand, Latoya",democracy,0.1058,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2851,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Levine, Mark",democracy,4.3778,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-311,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Lopez, Wilfredo",democracy,0.1818,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2850,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Louis, Farah",democracy,0.0456,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2207,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Lynch, Lawman",democracy,0.1063,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2845,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Maloney, Virginia",democracy,0.4052,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2909,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Mamdani, Zohran K",democracy,13.1455,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2899,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Marmorato, Kristy",democracy,0.2015,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2763,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Marte, Christopher",democracy,0.3989,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1987,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Mealy, Darlene",democracy,0.0751,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-846,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Mohan, Radhakrishna",democracy,0.1319,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2620,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Montoya, Erycka",democracy,0.2019,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2121,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Morano, Frank",democracy,0.2666,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2949,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Murillo, Jason C",democracy,0.0439,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2856,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Myrie, Zellnor",democracy,3.5328,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2857,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Narcisse, Mercedes",democracy,0.3057,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1159,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Navarro, Sandro S",democracy,0.1067,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2893,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Okporo, Edafe",democracy,0.2775,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2836,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Ortiz, Antirson R",democracy,0.1708,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2892,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Osse, Chi",democracy,0.0481,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2371,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Pacheco, Ricardo J",democracy,0.0728,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2750,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Paladino, Vickie",democracy,0.1925,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2384,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Perez Jr., Freddy",democracy,0.1269,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2847,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Pogozelski, Paul J",democracy,0.1946,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2913,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Powers, Keith",democracy,1.1713,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1938,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Qiu, Helen J",democracy,0.1982,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2789,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Quero, Luis E",democracy,0.0807,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2929,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Rajkumar, Jenifer",democracy,1.5777,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1682,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Restler, Lincoln",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2455,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Reyes, Nicholas",democracy,0.0501,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2910,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Reynoso, Antonio",democracy,0.9914,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1550,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Richards, Donovan",democracy,0.4588,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1190,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Riley, Kevin C",democracy,0.1612,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2327,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Rivera, Joel R",democracy,0.1295,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1290,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Romeo, Dominick",democracy,0.0685,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2904,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Ryan, Allie L",democracy,0.0967,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2622,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Salamanca, Rafael",democracy,0.4442,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-1902,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Sanchez, Justin E",democracy,0.2533,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2029,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Sanchez, Pierina A",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2348,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Santana, Elvis",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2057,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Santana, Raymond",democracy,0.0882,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2984,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Santosuosso, Kayla",democracy,0.3811,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2918,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Sarantopoulos, George",democracy,0.3873,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2972,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Schulman, Lynn",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-433,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Shaffer, Yehuda",democracy,0.0725,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-3031,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Shea, John E",democracy,0.1372,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2998,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Singh, Japneet",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2639,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Sliwa, Curtis A",democracy,5.3751,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2618,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Smyth, Dermot",democracy,0.2027,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2871,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Stringer, Scott M",democracy,4.4187,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-148,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Sun, Calvin D",democracy,0.4357,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2858,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Thomas-Henry, Shanel",democracy,0.2234,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2923,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Tilson, Whitney R",democracy,2.3494,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2920,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Tischler, Harold",democracy,0.2025,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2183,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
NYC Campaign Finance Board,"Torres, Jacqueline J",democracy,0.0689,PUBLIC_MATCH,0.9600,0.1000,nyc-cfb-2025-2950,https://nyccfb.info/DataLibrary/2025_Payments.csv,municipal public matching funds,public funds payment,,0.0400
