generatedAt,seed,runs,contestsPerRun,scenarioKey,scenarioName,totalContests,capturedContests,antiCaptureReforms,enactedAntiCaptureReforms,directionalScore,captureControl,representation,reformFeasibility,captureRate,captureRateLower95,captureRateUpper95,antiCaptureSuccess,antiCaptureSuccessLower95,antiCaptureSuccessUpper95,observedCaptureRate,hiddenCaptureIndex,totalInfluenceDistortion,substitutionRisk,designLoss,distortionObservedComponent,distortionHiddenSubstitutionComponent,distortionInformationProcurementComponent,distortionNetworkVenueComponent,distortionProcessBurdenComponent,distortionRawComponentSum,captureRateSeedStdDev,hiddenInfluenceSeedStdDev,totalInfluenceDistortionSeedStdDev,avgCaptureIndex,avgPublicInterest,publicPreferenceDistortion,privateGainRatio,lobbySpendPerContest,clientFundingPerContest,donorInfluenceGini,averageDisclosureLag,defensiveReformSpendShare,captureReturnOnSpend,publicBenefitPerInfluenceDollar,visibleLobbyingSpendShare,directAccessShare,agendaAccessShare,informationDistortionShare,publicCampaignShare,litigationThreatShare,campaignFinanceShare,darkMoneyShare,revolvingDoorShare,intermediaryShare,defensiveChannelShare,detectionRate,sanctionRate,enforcementCapacityIndex,policyDistortion,regulatoryDrift,enforcementForbearance,procurementBias,darkMoneyTraceability,darkMoneyDirectVisibility,largeDonorDependence,voucherParticipation,voucherResidentParticipation,publicFinancingShare,publicFinancingCandidateUptake,revolvingDoorInfluence,commentRecordDistortion,commentAuthenticity,templateCommentSaturation,commentUniqueInformationShare,commentReviewBurden,commentProceduralAckRate,commentSubstantiveUptake,commentCompressionRate,commentFloodingIndex,technicalClaimCredibility,technicalRulemakingDistortion,channelSwitchRate,evasionShiftRate,evasionPenaltyRate,substitutionPressure,influencePreservationRate,hiddenInfluenceShare,netTransparencyGain,messengerSubstitutionRate,venueSubstitutionRate,clientFundingAdaptation,regulatorAttentionIndex,regulatorQueueBacklog,watchdogFocusIndex,watchdogBudgetConcentration,adaptationSpeed,reformDecayPressure,legitimateAdvocacyChill,constitutionalChallengeDelay,administrativeCost,networkOpacityIndex,donorNetworkConcentration,intermediaryCentrality,officialAccessCentrality,procurementNetworkExposure,revolvingDoorBridgeIndex,commentNetworkLoad,venueShiftNetworkLoad,networkLegibilityIndex,crossVenueDetectionIndex,participationProtectionIndex,speechRestrictionRisk
2026-05-05T00:00:00Z,42,40,80,"advisory-lobbying-substitution","Advisory lobbying substitution",3200,2094,1077,542,0.5811,0.6287,0.4076,0.6414,0.6544,0.6377,0.6707,0.5032,0.4734,0.5330,0.6544,0.1882,0.3766,0.3133,0.2766,0.1430,0.0895,0.0806,0.0476,0.0158,0.3766,0.0520,0.0422,0.0231,0.2396,0.4578,0.1631,1.4240,1.5267,0.1764,0.4952,0.4850,0.6836,0.1569,0.3508,0.3715,0.0605,0.0837,0.1322,0.1737,0.1184,0.0537,0.1385,0.0468,0.1243,0.0684,0.3653,0.0225,0.4451,0.4458,0.2398,0.1339,0.0349,0.4589,0.3361,0.6191,0.0400,0.0108,0.2974,0.1393,0.0008,0.0121,0.6221,0.3512,0.1393,0.2558,0.6826,0.2465,0.5461,0.2673,0.5750,0.2823,1.7453,1.5575,0.0001,0.3288,0.3087,0.4066,0.0390,0.1873,0.1563,1.1360,0.5758,0.5294,0.3153,0.3442,0.0490,0.1729,0.1444,0.0000,0.3894,0.5132,0.4143,0.3825,0.2227,0.1891,0.1239,0.3135,0.3320,0.4868,0.5160,0.2472,0.2300
2026-05-05T00:00:00Z,42,40,80,"procurement-venue-shift-stress","Procurement venue-shift stress",3200,2027,1124,1099,0.5999,0.6573,0.4187,0.6658,0.6334,0.6166,0.6500,0.9778,0.9674,0.9849,0.6334,0.2029,0.3783,0.3170,0.2734,0.1412,0.0923,0.0787,0.0538,0.0123,0.3783,0.0543,0.0349,0.0260,0.2490,0.4593,0.1515,1.5968,0.7905,0.1635,0.5808,0.4770,0.1586,0.3150,0.6686,0.3123,0.0766,0.0851,0.1074,0.0998,0.0633,0.0508,0.1728,0.2048,0.1236,0.0159,0.4366,0.0344,0.4936,0.3519,0.0797,0.0443,0.3451,0.5974,0.3403,0.5607,0.0400,0.0108,0.3095,0.1487,0.0050,0.0000,0.5699,0.4924,0.1039,0.1364,0.7378,0.2813,0.7701,0.2471,0.5399,0.0000,2.6831,1.9853,0.0001,0.3430,0.2906,0.4295,0.0663,0.1798,0.1697,0.9124,0.4404,0.3959,0.3151,0.3833,0.0189,0.1491,0.1373,0.0000,0.4803,0.4490,0.4799,0.3141,0.2809,0.5601,0.3574,0.0000,0.3198,0.5510,0.5988,0.3660,0.1902
2026-05-05T00:00:00Z,42,40,80,"procurement-modification-capture-frontier","Procurement modification capture frontier",3200,2147,1000,987,0.5907,0.6413,0.4130,0.6663,0.6709,0.6545,0.6870,0.9870,0.9779,0.9924,0.6709,0.2296,0.4063,0.3467,0.2931,0.1507,0.1038,0.0837,0.0556,0.0125,0.4063,0.0493,0.0370,0.0247,0.2707,0.4228,0.1683,1.8486,0.8215,0.1717,0.5944,0.4770,0.1473,0.3295,0.6010,0.3105,0.0783,0.0857,0.1069,0.0967,0.0624,0.0499,0.1652,0.2152,0.1250,0.0147,0.4422,0.0372,0.5000,0.3748,0.0858,0.0476,0.3765,0.6050,0.3375,0.5570,0.0400,0.0108,0.3095,0.1493,0.0055,0.0000,0.5628,0.5105,0.0990,0.1250,0.7317,0.2847,0.7954,0.2466,0.5364,0.0000,2.6150,2.0716,0.0001,0.3693,0.3164,0.4897,0.0470,0.2016,0.1926,0.9151,0.4429,0.3922,0.3151,0.3847,0.0189,0.1321,0.1377,0.0000,0.4825,0.4609,0.4931,0.3082,0.2899,0.5862,0.3681,0.0000,0.3445,0.5391,0.5988,0.3660,0.1902
2026-05-05T00:00:00Z,42,40,80,"outside-spending-disclosure-evasion","Outside-spending disclosure evasion",3200,1859,1310,1306,0.6393,0.6794,0.4995,0.6976,0.5809,0.5638,0.5979,0.9969,0.9922,0.9988,0.5809,0.1706,0.3200,0.2944,0.2334,0.1261,0.0819,0.0541,0.0468,0.0111,0.3200,0.0596,0.0449,0.0268,0.2074,0.5069,0.1492,1.2623,0.4556,0.1296,0.4641,0.4710,0.3861,0.4553,1.2763,0.3447,0.0516,0.0777,0.1100,0.1493,0.0825,0.0661,0.2880,0.0439,0.0923,0.0386,0.3203,0.0166,0.4417,0.3112,0.0680,0.0378,0.0302,0.6084,0.5690,0.6160,0.7600,0.0612,0.8136,0.6878,0.0008,0.0024,0.6690,0.2427,0.1675,0.2484,0.7594,0.2254,0.3878,0.2416,0.5804,0.0648,2.4659,1.6594,0.0000,0.3107,0.2804,0.3762,0.0602,0.1781,0.1133,0.9211,0.5248,0.3809,0.3152,0.3573,0.0386,0.1724,0.0763,0.0000,0.4412,0.5024,0.4072,0.3922,0.2424,0.1838,0.3655,0.0787,0.3133,0.4976,0.6164,0.5112,0.1282
2026-05-05T00:00:00Z,42,40,80,"public-finance-dark-money-frontier","Public-finance dark-money frontier",3200,1583,1616,1551,0.6213,0.6589,0.4849,0.6931,0.4947,0.4774,0.5120,0.9598,0.9491,0.9683,0.4947,0.1581,0.2968,0.2944,0.2331,0.1071,0.0751,0.0531,0.0545,0.0070,0.2968,0.0529,0.0369,0.0244,0.1746,0.5431,0.1348,1.0686,0.4605,0.1558,0.5167,0.4585,0.4654,0.3792,1.3438,0.3519,0.0540,0.0793,0.1100,0.1533,0.0912,0.0653,0.2650,0.0447,0.0907,0.0465,0.1125,0.0022,0.2387,0.3009,0.0581,0.0323,0.0258,0.3998,0.3024,0.6293,0.7200,0.0584,0.7144,0.6001,0.0009,0.0022,0.6535,0.2358,0.1704,0.2825,0.7244,0.2106,0.3503,0.2570,0.5861,0.0589,2.5772,1.2369,0.0000,0.2408,0.2677,0.3326,-0.0849,0.1510,0.1001,0.9363,0.5607,0.4111,0.3152,0.3126,0.0428,0.2160,0.0298,0.0000,0.2550,0.6682,0.4707,0.3704,0.3019,0.1956,0.3969,0.0710,0.3602,0.3318,0.2966,0.4086,0.0778
2026-05-05T00:00:00Z,42,40,80,"public-finance-outside-spending-leakage","Public-finance outside-spending leakage",3200,2104,1096,895,0.6056,0.6200,0.4780,0.7012,0.6575,0.6409,0.6737,0.8166,0.7926,0.8384,0.6575,0.1947,0.3718,0.3371,0.2717,0.1438,0.0954,0.0684,0.0563,0.0079,0.3718,0.0570,0.0384,0.0276,0.2413,0.4737,0.1558,1.4805,1.3351,0.1739,0.5073,0.4595,0.4846,0.1807,0.4105,0.3536,0.0545,0.0797,0.1100,0.1542,0.0933,0.0652,0.2595,0.0448,0.0903,0.0485,0.1691,0.0028,0.2501,0.3953,0.0796,0.0442,0.0354,0.4042,0.3025,0.6270,0.7200,0.0584,0.7147,0.6005,0.0026,0.0069,0.6362,0.2913,0.1552,0.2689,0.7460,0.2081,0.4326,0.2628,0.5867,0.1345,2.0106,1.5913,0.0000,0.3179,0.3511,0.4229,-0.1000,0.1942,0.1288,1.0229,0.5781,0.4218,0.3153,0.3336,0.0501,0.1560,0.0311,0.0000,0.2615,0.6824,0.4665,0.3873,0.2972,0.1945,0.3916,0.1474,0.3847,0.3176,0.2966,0.4086,0.0778
2026-05-05T00:00:00Z,42,40,80,"enforced-cooling-off","Enforced cooling-off periods",3200,2993,0,0,0.5949,0.6153,0.4264,0.6706,0.9353,0.9263,0.9433,0.0000,0.0000,0.0000,0.9353,0.1446,0.4080,0.2625,0.2666,0.1942,0.0828,0.0633,0.0443,0.0234,0.4080,0.0270,0.0006,0.0065,0.2782,0.4764,0.1165,1.2967,0.6102,0.1104,0.4669,0.4130,0.0000,0.4559,0.8674,0.3100,0.0400,0.0700,0.1800,0.1600,0.0500,0.0400,0.2000,0.0400,0.2200,0.0000,0.5709,0.0331,0.4822,0.3379,0.2571,0.2515,0.0375,0.6261,0.0000,0.5359,0.0400,0.0108,0.3096,0.1527,0.0009,0.0085,0.6402,0.3044,0.1501,0.2374,0.6636,0.2593,0.4834,0.2507,0.5791,0.1907,0.1363,0.2725,0.0000,0.4811,0.4104,0.3143,0.2594,0.1853,0.1422,1.1109,0.5336,0.4060,0.3152,0.3759,0.0267,0.0000,0.1495,0.0000,0.4149,0.4530,0.3774,0.3915,0.2225,0.2162,0.1253,0.2244,0.2657,0.5470,0.5160,0.2472,0.2300
2026-05-05T00:00:00Z,42,40,80,"comment-authenticity-rules","Comment-authenticity rules",3200,2095,797,599,0.5950,0.6579,0.4249,0.6282,0.6547,0.6380,0.6710,0.7516,0.7204,0.7803,0.6547,0.1339,0.3434,0.2478,0.2542,0.1450,0.0720,0.0736,0.0414,0.0114,0.3434,0.0661,0.0264,0.0206,0.2514,0.4648,0.2361,1.2641,0.8194,0.1208,0.5728,0.4130,0.3796,0.3068,0.6890,0.3465,0.0522,0.0781,0.1516,0.1681,0.0906,0.0481,0.1635,0.0441,0.1632,0.0406,0.3653,0.0188,0.4079,0.3738,0.2851,0.0409,0.0327,0.6204,0.0000,0.5366,0.0400,0.0108,0.2910,0.1525,0.0016,0.0081,0.6630,0.3465,0.1447,0.1777,0.7221,0.3007,0.6149,0.2268,0.5731,0.3772,1.2825,0.8975,0.0000,0.3704,0.3407,0.2742,0.1468,0.1675,0.0644,1.0260,0.5589,0.5021,0.3153,0.3100,0.0431,0.1162,0.2156,0.0000,0.4479,0.4902,0.5147,0.3860,0.2596,0.0975,0.3315,0.2800,0.2440,0.5098,0.4738,0.2820,0.2145
2026-05-05T00:00:00Z,42,40,80,"comment-authenticity-technical-substitution","Comment-authenticity technical substitution",3200,2045,1132,1056,0.5783,0.6365,0.4278,0.6221,0.6391,0.6223,0.6555,0.9329,0.9168,0.9460,0.6391,0.2064,0.3674,0.3424,0.2957,0.1388,0.1009,0.0696,0.0468,0.0113,0.3674,0.0559,0.0385,0.0246,0.2287,0.4830,0.1773,1.2802,0.5539,0.1553,0.5379,0.4850,0.2494,0.4130,1.0303,0.3324,0.0475,0.0750,0.1625,0.1650,0.0749,0.0450,0.1776,0.0425,0.1851,0.0249,0.3222,0.0197,0.3900,0.3520,0.2896,0.0416,0.0333,0.4582,0.3472,0.6222,0.0400,0.0108,0.2979,0.1388,0.0015,0.0065,0.6796,0.3043,0.1561,0.1973,0.7004,0.3095,0.5540,0.2254,0.5829,0.3428,1.9472,1.1631,0.0000,0.3761,0.3419,0.4730,-0.0340,0.2278,0.1159,0.9732,0.5494,0.5048,0.3153,0.3104,0.0405,0.1530,0.2145,0.0000,0.4425,0.5490,0.4689,0.3842,0.2627,0.1061,0.3579,0.2293,0.3382,0.4510,0.4738,0.2820,0.2145
2026-05-05T00:00:00Z,42,40,80,"public-advocate-office","Public advocate office",3200,2259,450,365,0.6396,0.6571,0.4810,0.7235,0.7059,0.6899,0.7215,0.8111,0.7724,0.8446,0.7059,0.1223,0.3420,0.2345,0.2185,0.1543,0.0720,0.0695,0.0359,0.0102,0.3420,0.0514,0.0149,0.0155,0.2584,0.5178,0.1634,1.1987,0.4493,0.1041,0.5205,0.3501,0.3082,0.5751,1.3367,0.2924,0.0633,0.0900,0.3386,0.1060,0.0760,0.0331,0.1167,0.0500,0.0934,0.0328,0.3338,0.0125,0.3514,0.3277,0.3425,0.0409,0.0327,0.5872,0.0000,0.5364,0.2200,0.0234,0.3752,0.2930,0.0009,0.0114,0.6005,0.4158,0.1243,0.1399,0.6969,0.3231,0.6793,0.2341,0.5602,0.4049,0.9153,0.4063,0.0000,0.4098,0.3878,0.2509,0.1428,0.1627,0.0667,1.0206,0.6317,0.5863,0.3153,0.2840,0.0554,0.0640,0.0636,0.0000,0.3890,0.4628,0.4313,0.3222,0.2738,0.0682,0.3471,0.3903,0.1909,0.5372,0.3912,0.5344,0.0745
2026-05-05T00:00:00Z,42,40,80,"procurement-firewalls","Procurement firewalls",3200,2300,817,761,0.6205,0.6831,0.4192,0.6773,0.7188,0.7029,0.7341,0.9315,0.9120,0.9468,0.7188,0.1339,0.3757,0.2248,0.2374,0.1590,0.0654,0.0911,0.0474,0.0128,0.3757,0.0583,0.0206,0.0252,0.2750,0.4596,0.1360,1.4774,1.0519,0.1260,0.6179,0.4050,0.1306,0.2614,0.5073,0.2974,0.1128,0.0986,0.0758,0.0432,0.0645,0.0429,0.0501,0.3921,0.1057,0.0145,0.5259,0.0438,0.5108,0.3697,0.0854,0.0474,0.4947,0.6494,0.0000,0.5358,0.0400,0.0108,0.3095,0.1527,0.0108,0.0000,0.5543,0.5315,0.0937,0.1048,0.7480,0.2786,0.8329,0.2428,0.5292,0.0000,1.3644,0.3894,0.0000,0.3584,0.2900,0.2457,0.2408,0.1347,0.1080,0.9246,0.4464,0.3817,0.3151,0.3855,0.0207,0.1106,0.1406,0.0000,0.4971,0.3546,0.4832,0.2378,0.3893,0.6636,0.4710,0.0000,0.2046,0.6454,0.5988,0.3660,0.1902
2026-05-05T00:00:00Z,42,40,80,"venue-shifting-detection","Venue-shifting detection",3200,1421,856,854,0.6423,0.7167,0.4711,0.6500,0.4441,0.4269,0.4613,0.9977,0.9915,0.9994,0.4441,0.1287,0.2758,0.2361,0.2008,0.1073,0.0696,0.0486,0.0361,0.0141,0.2758,0.0562,0.0216,0.0187,0.2267,0.5063,0.1195,1.2407,0.1983,0.1125,0.4828,0.3267,0.4154,1.1432,2.8602,0.4000,0.0542,0.0783,0.1386,0.2157,0.0898,0.0518,0.1486,0.0442,0.1373,0.0415,0.3716,0.0191,0.5376,0.2152,0.1296,0.0700,0.0815,0.6975,0.0000,0.5363,0.1800,0.0206,0.3773,0.2618,0.0002,0.0034,0.6686,0.3202,0.1510,0.1755,0.7450,0.2907,0.5563,0.2223,0.5769,0.1494,2.1309,1.8122,0.0000,0.3683,0.3010,0.2916,0.2904,0.1685,0.0869,0.9201,0.6419,0.5822,0.3153,0.2458,0.0516,0.1126,0.1721,0.0000,0.4969,0.3297,0.4131,0.3635,0.1983,0.1862,0.2682,0.1456,0.2144,0.6703,0.7510,0.4164,0.2190
2026-05-05T00:00:00Z,42,40,80,"full-anti-capture-bundle","Full anti-capture bundle",3200,85,1201,1201,0.6793,0.7614,0.5358,0.6462,0.0266,0.0215,0.0327,1.0000,0.9968,1.0000,0.0266,0.0728,0.1381,0.1693,0.1253,0.0319,0.0429,0.0225,0.0308,0.0100,0.1381,0.0158,0.0124,0.0076,0.1728,0.5595,0.0883,0.9104,0.1247,0.0908,0.4678,0.3250,0.5982,1.3859,4.8933,0.3841,0.0586,0.0820,0.1334,0.1902,0.1091,0.0533,0.1407,0.0460,0.1268,0.0598,0.1131,0.0028,0.4764,0.0399,0.0206,0.0033,0.0110,0.7053,0.0000,0.5360,0.6400,0.0528,0.6633,0.5798,0.0001,0.0032,0.6805,0.2967,0.1570,0.1872,0.7490,0.3043,0.5237,0.2216,0.5807,0.1463,2.4441,1.7184,0.0000,0.3078,0.2310,0.1503,0.3217,0.1095,0.0666,0.8544,0.4185,0.5964,0.3153,0.1917,0.0221,0.1577,0.1447,0.0000,0.4910,0.2726,0.3974,0.3683,0.2074,0.1439,0.1765,0.1319,0.1501,0.7274,0.7538,0.6696,0.2701
2026-05-05T00:00:00Z,42,40,80,"bundle-with-evasion","Anti-capture bundle with evasion",3200,1643,1217,1217,0.6498,0.6986,0.5258,0.6834,0.5134,0.4961,0.5307,1.0000,0.9969,1.0000,0.5134,0.1760,0.2956,0.3096,0.2262,0.1095,0.0891,0.0450,0.0384,0.0135,0.2956,0.0502,0.0329,0.0186,0.1712,0.5629,0.0881,0.8962,0.1646,0.1316,0.4790,0.3928,0.5380,1.0398,3.7281,0.3992,0.0575,0.0808,0.1328,0.2075,0.1024,0.0535,0.1407,0.0454,0.1256,0.0538,0.3619,0.0269,0.5198,0.2027,0.1525,0.0548,0.0546,0.6110,0.5533,0.6250,0.6400,0.0528,0.6622,0.5656,0.0001,0.0032,0.6806,0.2979,0.1568,0.1740,0.7498,0.3082,0.5255,0.2170,0.5808,0.1492,2.4491,1.5947,0.0000,0.3605,0.2867,0.4417,0.1231,0.2000,0.1744,0.9096,0.7084,0.5993,0.3153,0.2491,0.0540,0.1599,0.1489,0.0000,0.5122,0.3633,0.4117,0.3623,0.2062,0.1378,0.1962,0.1355,0.2971,0.6367,0.7538,0.6696,0.2701
2026-05-05T00:00:00Z,42,40,80,"reform-threat-mobilization","Reform threat mobilization",3200,1749,1185,1103,0.6457,0.7040,0.4425,0.6714,0.5466,0.5293,0.5637,0.9308,0.9149,0.9439,0.5466,0.0937,0.2695,0.1909,0.1637,0.1161,0.0509,0.0552,0.0387,0.0086,0.2695,0.0560,0.0181,0.0182,0.1791,0.5514,0.0963,0.9347,0.2185,0.1083,0.4591,0.3161,0.5559,0.8198,2.8081,0.3904,0.0635,0.0833,0.1072,0.1824,0.1024,0.0612,0.1823,0.0743,0.0874,0.0561,0.2369,0.0050,0.2489,0.2550,0.1793,0.0623,0.0704,0.6878,0.0000,0.5359,0.0200,0.0094,0.2425,0.1234,0.0005,0.0045,0.6542,0.3149,0.1517,0.2766,0.7476,0.2174,0.4880,0.2647,0.5750,0.1605,2.3347,1.5097,0.0000,0.2652,0.2683,0.1706,0.2242,0.1116,0.0351,0.9474,0.7193,0.6158,0.3153,0.2360,0.0549,0.1603,0.0744,0.0000,0.2415,0.3697,0.3987,0.3372,0.2261,0.2654,0.3894,0.1823,0.1951,0.6303,0.5678,0.1942,0.0869
