generatedAt,seed,runs,contestsPerRun,scenarioKey,scenarioName,totalContests,capturedContests,antiCaptureReforms,enactedAntiCaptureReforms,directionalScore,captureControl,representation,reformFeasibility,captureRate,captureRateLower95,captureRateUpper95,antiCaptureSuccess,antiCaptureSuccessLower95,antiCaptureSuccessUpper95,observedCaptureRate,hiddenCaptureIndex,totalInfluenceDistortion,substitutionRisk,designLoss,distortionObservedComponent,distortionHiddenSubstitutionComponent,distortionInformationProcurementComponent,distortionNetworkVenueComponent,distortionProcessBurdenComponent,distortionRawComponentSum,distortionEqualWeightDiagnostic,distortionHiddenDiscountedDiagnostic,designLossBurdenHeavy,captureRateSeedStdDev,hiddenInfluenceSeedStdDev,totalInfluenceDistortionSeedStdDev,avgCaptureIndex,avgPublicInterest,publicPreferenceDistortion,privateGainRatio,lobbySpendPerContest,clientFundingPerContest,donorInfluenceGini,averageDisclosureLag,lobbyingDisclosureLag,campaignDisclosureLag,defensiveReformSpendShare,captureReturnOnSpend,publicBenefitPerInfluenceDollar,visibleLobbyingSpendShare,directAccessShare,agendaAccessShare,informationDistortionShare,publicCampaignShare,litigationThreatShare,campaignFinanceShare,darkMoneyShare,revolvingDoorShare,intermediaryShare,defensiveChannelShare,detectionRate,reportingErrorDetectionRate,sanctionRate,enforcementCapacityIndex,policyDistortion,regulatoryDrift,enforcementForbearance,procurementBias,darkMoneyTraceability,darkMoneyDirectVisibility,largeDonorDependence,voucherParticipation,voucherResidentParticipation,publicFinancingShare,publicFinancingCandidateUptake,revolvingDoorInfluence,commentRecordDistortion,commentAuthenticity,templateCommentSaturation,commentUniqueInformationShare,commentReviewBurden,commentProceduralAckRate,commentSubstantiveUptake,commentCompressionRate,commentFloodingIndex,technicalClaimCredibility,technicalRulemakingDistortion,channelSwitchRate,evasionShiftRate,evasionPenaltyRate,substitutionPressure,influencePreservationRate,hiddenInfluenceShare,netTransparencyGain,messengerSubstitutionRate,venueSubstitutionRate,clientFundingAdaptation,regulatorAttentionIndex,regulatorQueueBacklog,watchdogFocusIndex,watchdogBudgetConcentration,adaptationSpeed,reformDecayPressure,legitimateAdvocacyChill,constitutionalChallengeDelay,administrativeCost,networkOpacityIndex,donorNetworkConcentration,intermediaryCentrality,officialAccessCentrality,procurementNetworkExposure,revolvingDoorBridgeIndex,commentNetworkLoad,venueShiftNetworkLoad,networkLegibilityIndex,crossVenueDetectionIndex,participationProtectionIndex,speechRestrictionRisk,switchScoreEqualWeight,switchScoreAnonymityHeavy,switchScoreEnforcementCostHeavy,switchDisclosureCost
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-0-35-0-45","Interaction public financing 0.35 evasion 0.45",1500,240,417,416,0.6564,0.7512,0.4843,0.6283,0.1600,0.1423,0.1794,0.9976,0.9865,0.9996,0.1600,0.0839,0.1872,0.1783,0.1522,0.0612,0.0494,0.0318,0.0327,0.0121,0.1872,0.1890,0.1625,0.1997,0.0456,0.0158,0.0170,0.2224,0.5118,0.1176,1.2208,0.1809,0.0953,0.4455,0.1599,0.2568,0.1937,0.5041,1.2299,3.1586,0.3874,0.0563,0.0802,0.1362,0.1961,0.0992,0.0548,0.1481,0.0451,0.1334,0.0505,0.1880,0.0703,0.0067,0.5140,0.1052,0.0558,0.0348,0.0426,0.6883,0.0000,0.5442,0.2240,0.0237,0.3515,0.2629,0.0001,0.0030,0.6726,0.3178,0.1521,0.1652,0.7488,0.3105,0.5556,0.2175,0.5801,0.1340,2.1553,1.8820,0.0000,0.3151,0.2629,0.1753,0.3715,0.1226,0.0580,0.8855,0.4860,0.5190,0.3153,0.2177,0.0361,0.1170,0.1708,0.0000,0.5003,0.2936,0.4042,0.3686,0.2052,0.1648,0.1755,0.1275,0.1637,0.7064,0.7538,0.5055,0.2526,0.1612,0.3148,0.1445,0.5609
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-0-35-0-90","Interaction public financing 0.35 evasion 0.90",1500,885,385,385,0.6294,0.6867,0.4782,0.6656,0.5900,0.5649,0.6146,1.0000,0.9901,1.0000,0.5900,0.1849,0.3349,0.3093,0.2465,0.1312,0.0943,0.0546,0.0389,0.0159,0.3349,0.2962,0.2878,0.2883,0.0629,0.0296,0.0202,0.2303,0.5077,0.1222,1.2632,0.2663,0.1248,0.4428,0.1785,0.2712,0.2222,0.4123,0.8647,2.1258,0.4066,0.0544,0.0782,0.1373,0.2218,0.0892,0.0522,0.1470,0.0441,0.1345,0.0412,0.4380,0.0723,0.0273,0.5479,0.2653,0.1584,0.0911,0.0877,0.5982,0.5415,0.6206,0.2240,0.0237,0.3520,0.2507,0.0002,0.0033,0.6700,0.3276,0.1489,0.1535,0.7484,0.3122,0.5704,0.2150,0.5750,0.1466,2.1247,1.8333,0.0000,0.3792,0.3212,0.4541,0.1993,0.2108,0.1518,0.9262,0.6706,0.5314,0.3153,0.2295,0.0661,0.1079,0.1753,0.0000,0.5223,0.3640,0.4016,0.3626,0.2022,0.1577,0.1935,0.1423,0.2897,0.6360,0.7538,0.5055,0.2526,0.2202,0.4090,0.1871,0.5775
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-0-80-0-00","Interaction public financing 0.80 evasion 0.00",1500,24,409,409,0.6873,0.7835,0.5217,0.6401,0.0160,0.0108,0.0237,1.0000,0.9907,1.0000,0.0160,0.0348,0.1226,0.1001,0.0994,0.0382,0.0246,0.0223,0.0273,0.0102,0.1226,0.1403,0.1103,0.1489,0.0140,0.0008,0.0066,0.2227,0.5099,0.1177,1.2219,0.1594,0.0685,0.4437,0.1440,0.2448,0.1688,0.5155,1.3969,3.5660,0.3843,0.0618,0.0817,0.1371,0.1882,0.1006,0.0527,0.1454,0.0457,0.1353,0.0515,0.1353,0.0696,0.0007,0.4976,0.0412,0.0183,0.0055,0.0108,0.6883,0.0000,0.5305,0.5120,0.0438,0.5535,0.4836,0.0001,0.0032,0.6700,0.3240,0.1490,0.1667,0.7500,0.3067,0.5653,0.2192,0.5719,0.1414,2.0840,0.8300,0.0000,0.2736,0.2291,0.0113,0.4860,0.0659,0.0014,0.8671,0.4119,0.5165,0.3153,0.1484,0.0249,0.1146,0.1532,0.0000,0.4960,0.2194,0.3996,0.3664,0.2122,0.1655,0.1606,0.1345,0.0843,0.7806,0.7538,0.6191,0.2647,0.1161,0.2458,0.1155,0.5651
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-0-80-0-45","Interaction public financing 0.80 evasion 0.45",1500,251,404,404,0.6692,0.7494,0.5177,0.6512,0.1673,0.1493,0.1871,1.0000,0.9906,1.0000,0.1673,0.0864,0.1914,0.1827,0.1508,0.0627,0.0508,0.0329,0.0329,0.0121,0.1914,0.1929,0.1660,0.1963,0.0352,0.0158,0.0136,0.2244,0.5113,0.1162,1.2178,0.1782,0.0955,0.4361,0.1596,0.2568,0.1928,0.4972,1.2596,3.2092,0.3903,0.0561,0.0799,0.1369,0.2020,0.0985,0.0523,0.1458,0.0450,0.1338,0.0497,0.2100,0.0705,0.0100,0.5127,0.1066,0.0617,0.0344,0.0452,0.6888,0.0000,0.5308,0.5120,0.0438,0.5536,0.4835,0.0001,0.0034,0.6665,0.3334,0.1479,0.1603,0.7481,0.3110,0.5789,0.2187,0.5764,0.1504,2.1567,1.9147,0.0000,0.3232,0.2675,0.1825,0.3725,0.1259,0.0704,0.8832,0.4852,0.5219,0.3153,0.2219,0.0367,0.1132,0.1546,0.0000,0.5030,0.2905,0.3916,0.3682,0.2039,0.1717,0.1737,0.1438,0.1683,0.7095,0.7538,0.6191,0.2647,0.1665,0.3218,0.1498,0.5677
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-0-80-0-90","Interaction public financing 0.80 evasion 0.90",1500,858,429,429,0.6419,0.6892,0.5105,0.6812,0.5720,0.5468,0.5968,1.0000,0.9911,1.0000,0.5720,0.1835,0.3273,0.3094,0.2395,0.1268,0.0928,0.0539,0.0389,0.0149,0.3273,0.2934,0.2809,0.2789,0.0600,0.0357,0.0223,0.2207,0.5116,0.1167,1.2137,0.2451,0.1285,0.4395,0.1779,0.2712,0.2200,0.4368,0.9004,2.3237,0.4095,0.0551,0.0787,0.1354,0.2229,0.0917,0.0527,0.1446,0.0444,0.1308,0.0437,0.4093,0.0720,0.0220,0.5420,0.2566,0.1564,0.0756,0.0914,0.6004,0.5424,0.6149,0.5120,0.0438,0.5554,0.4701,0.0002,0.0033,0.6707,0.3250,0.1497,0.1558,0.7488,0.3118,0.5664,0.2154,0.5760,0.1474,2.1880,1.7273,0.0000,0.3709,0.3114,0.4482,0.1834,0.2064,0.1650,0.9172,0.6483,0.5186,0.3153,0.2365,0.0628,0.1203,0.1577,0.0000,0.5188,0.3620,0.3954,0.3603,0.2023,0.1611,0.1929,0.1412,0.2933,0.6380,0.7538,0.6191,0.2647,0.2156,0.3984,0.1855,0.5547
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-1-25-0-00","Interaction public financing 1.25 evasion 0.00",1500,13,444,444,0.6905,0.7836,0.5569,0.6332,0.0087,0.0051,0.0148,1.0000,0.9914,1.0000,0.0087,0.0352,0.1213,0.1016,0.1084,0.0354,0.0242,0.0220,0.0272,0.0125,0.1213,0.1530,0.1092,0.1684,0.0119,0.0014,0.0062,0.2126,0.5208,0.1124,1.1458,0.1537,0.0680,0.4371,0.1445,0.2448,0.1704,0.5487,1.3833,3.7733,0.3831,0.0573,0.0810,0.1361,0.1923,0.1041,0.0526,0.1443,0.0455,0.1321,0.0549,0.1107,0.0690,0.0013,0.4925,0.0360,0.0170,0.0051,0.0062,0.6883,0.0000,0.5256,0.8000,0.0640,0.7526,0.7029,0.0001,0.0035,0.6718,0.3193,0.1515,0.1707,0.7478,0.3092,0.5583,0.2198,0.5795,0.1571,2.1947,0.8380,0.0000,0.2683,0.2228,0.0126,0.4692,0.0648,0.0045,0.8625,0.4019,0.5215,0.3153,0.1427,0.0242,0.1244,0.1588,0.0000,0.6084,0.2203,0.3946,0.3699,0.2049,0.1561,0.1567,0.1490,0.0855,0.7797,0.7538,0.7327,0.2768,0.1147,0.2408,0.1149,0.5470
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-1-25-0-45","Interaction public financing 1.25 evasion 0.45",1500,195,421,421,0.6729,0.7520,0.5511,0.6459,0.1300,0.1139,0.1480,1.0000,0.9910,1.0000,0.1300,0.0862,0.1830,0.1849,0.1577,0.0558,0.0507,0.0298,0.0328,0.0138,0.1830,0.1983,0.1576,0.2140,0.0391,0.0140,0.0121,0.2188,0.5122,0.1095,1.1910,0.1719,0.0960,0.4370,0.1591,0.2568,0.1910,0.5126,1.2733,3.3066,0.3884,0.0565,0.0803,0.1366,0.1993,0.1002,0.0524,0.1453,0.0451,0.1332,0.0513,0.1960,0.0703,0.0073,0.5095,0.0875,0.0501,0.0253,0.0373,0.6889,0.0000,0.5258,0.8000,0.0640,0.7565,0.7029,0.0001,0.0032,0.6736,0.3153,0.1527,0.1673,0.7464,0.3108,0.5518,0.2178,0.5797,0.1457,2.1940,1.9133,0.0000,0.3223,0.2648,0.1844,0.3635,0.1258,0.0802,0.8780,0.4745,0.5199,0.3153,0.2191,0.0338,0.1180,0.1603,0.0000,0.6159,0.2919,0.3915,0.3687,0.2041,0.1622,0.1738,0.1383,0.1728,0.7081,0.7538,0.7327,0.2768,0.1661,0.3206,0.1511,0.5589
2026-05-05T00:00:00Z,342,25,60,"interaction-financing-evasion-1-25-0-90","Interaction public financing 1.25 evasion 0.90",1500,839,405,405,0.6437,0.6869,0.5425,0.6782,0.5593,0.5341,0.5843,1.0000,0.9906,1.0000,0.5593,0.1881,0.3298,0.3187,0.2523,0.1253,0.0957,0.0520,0.0391,0.0178,0.3298,0.3047,0.2820,0.3023,0.0553,0.0378,0.0209,0.2235,0.5097,0.1157,1.2225,0.2422,0.1263,0.4491,0.1779,0.2712,0.2201,0.4367,0.9229,2.3397,0.4083,0.0551,0.0787,0.1357,0.2218,0.0917,0.0527,0.1450,0.0444,0.1313,0.0437,0.4120,0.0722,0.0260,0.5453,0.2475,0.1502,0.0846,0.0809,0.5964,0.5423,0.6168,0.8000,0.0640,0.7562,0.6883,0.0002,0.0034,0.6720,0.3218,0.1506,0.1558,0.7481,0.3128,0.5622,0.2148,0.5768,0.1482,2.1347,1.7613,0.0000,0.3829,0.3202,0.4653,0.1827,0.2135,0.1853,0.9205,0.6482,0.5209,0.3153,0.2298,0.0627,0.1135,0.1641,0.0000,0.6347,0.3650,0.4079,0.3615,0.2017,0.1505,0.1924,0.1433,0.3042,0.6350,0.7538,0.7327,0.2768,0.2224,0.4107,0.1928,0.5672
2026-05-05T00:00:00Z,342,25,60,"interaction-cooling-0-10-balanced","Interaction cooling 0.10 strategy balanced",1500,132,423,423,0.6819,0.7632,0.5351,0.6535,0.0880,0.0747,0.1034,1.0000,0.9910,1.0000,0.0880,0.0670,0.1594,0.1519,0.1285,0.0487,0.0414,0.0277,0.0303,0.0113,0.1594,0.1694,0.1387,0.1743,0.0299,0.0119,0.0098,0.2167,0.5169,0.1126,1.1773,0.1638,0.0885,0.4386,0.1599,0.2568,0.1939,0.5266,1.3226,3.5019,0.3910,0.0616,0.0817,0.1351,0.1951,0.1016,0.0526,0.1429,0.0457,0.1310,0.0527,0.1660,0.0704,0.0053,0.5044,0.0730,0.0365,0.0220,0.0298,0.6880,0.0000,0.5257,0.6400,0.0528,0.6416,0.5815,0.0002,0.0033,0.6730,0.3166,0.1514,0.1688,0.7477,0.3085,0.5536,0.2186,0.5752,0.1480,2.1333,1.7913,0.0000,0.2960,0.2492,0.1267,0.4016,0.1059,0.0259,0.8737,0.4488,0.5238,0.3153,0.1909,0.0313,0.1186,0.1462,0.0000,0.4986,0.2714,0.3946,0.3645,0.2101,0.1543,0.3822,0.1407,0.1300,0.7286,0.7538,0.6696,0.2701,0.1440,0.2929,0.1294,0.5578
2026-05-05T00:00:00Z,342,25,60,"interaction-cooling-0-10-revolving-door","Interaction cooling 0.10 strategy revolving-door",1500,140,375,375,0.6810,0.7617,0.5330,0.6556,0.0933,0.0796,0.1091,1.0000,0.9899,1.0000,0.0933,0.0685,0.1643,0.1540,0.1312,0.0515,0.0430,0.0277,0.0306,0.0114,0.1643,0.1711,0.1427,0.1770,0.0360,0.0084,0.0113,0.2285,0.5054,0.1152,1.2383,0.1689,0.0882,0.4504,0.1595,0.2568,0.1925,0.4933,1.3526,3.3326,0.3907,0.0629,0.0816,0.1365,0.1942,0.0982,0.0520,0.1445,0.0465,0.1342,0.0493,0.1813,0.0708,0.0053,0.5093,0.0747,0.0413,0.0233,0.0259,0.6884,0.0000,0.5257,0.6400,0.0528,0.6431,0.5815,0.0002,0.0034,0.6724,0.3182,0.1507,0.1658,0.7465,0.3091,0.5560,0.2178,0.5736,0.1516,2.0180,1.8227,0.0000,0.3089,0.2604,0.1325,0.4193,0.1107,0.0269,0.8788,0.4514,0.5202,0.3153,0.1935,0.0315,0.1051,0.1467,0.0000,0.5009,0.2751,0.4078,0.3656,0.2110,0.1552,0.3825,0.1437,0.1320,0.7249,0.7538,0.6696,0.2701,0.1505,0.3063,0.1348,0.5827
2026-05-05T00:00:00Z,342,25,60,"interaction-cooling-0-80-balanced","Interaction cooling 0.80 strategy balanced",1500,160,422,422,0.6792,0.7596,0.5331,0.6530,0.1067,0.0920,0.1233,1.0000,0.9910,1.0000,0.1067,0.0717,0.1675,0.1603,0.1335,0.0524,0.0433,0.0287,0.0316,0.0114,0.1675,0.1745,0.1458,0.1788,0.0330,0.0107,0.0116,0.2210,0.5104,0.1157,1.2155,0.1709,0.0896,0.4345,0.1598,0.2568,0.1935,0.5151,1.2932,3.3301,0.3841,0.0564,0.0803,0.1375,0.1953,0.1006,0.0522,0.1462,0.0452,0.1349,0.0515,0.1633,0.0702,0.0060,0.5068,0.0803,0.0416,0.0244,0.0348,0.6887,0.0000,0.5259,0.6400,0.0528,0.6420,0.5815,0.0001,0.0032,0.6690,0.3268,0.1495,0.1636,0.7501,0.3095,0.5695,0.2186,0.5774,0.1420,2.1760,1.8960,0.0000,0.3066,0.2520,0.1379,0.3945,0.1093,0.0501,0.8756,0.4592,0.5203,0.3153,0.2088,0.0321,0.1183,0.1462,0.0000,0.4984,0.2749,0.3899,0.3694,0.2048,0.1737,0.2211,0.1345,0.1432,0.7251,0.7538,0.6696,0.2701,0.1523,0.3008,0.1382,0.5583
2026-05-05T00:00:00Z,342,25,60,"interaction-cooling-0-80-revolving-door","Interaction cooling 0.80 strategy revolving-door",1500,149,434,434,0.6799,0.7608,0.5334,0.6541,0.0993,0.0852,0.1155,1.0000,0.9912,1.0000,0.0993,0.0712,0.1640,0.1601,0.1325,0.0506,0.0430,0.0278,0.0312,0.0114,0.1640,0.1729,0.1425,0.1779,0.0314,0.0092,0.0107,0.2172,0.5148,0.1119,1.1854,0.1649,0.0896,0.4474,0.1594,0.2568,0.1922,0.5255,1.3168,3.4735,0.3844,0.0567,0.0805,0.1369,0.1949,0.1016,0.0523,0.1455,0.0453,0.1338,0.0525,0.1700,0.0701,0.0093,0.5056,0.0766,0.0423,0.0243,0.0267,0.6887,0.0000,0.5258,0.6400,0.0528,0.6434,0.5815,0.0001,0.0032,0.6746,0.3124,0.1533,0.1694,0.7458,0.3105,0.5475,0.2180,0.5801,0.1460,2.2093,1.9047,0.0000,0.3041,0.2497,0.1370,0.3897,0.1087,0.0492,0.8707,0.4531,0.5143,0.3153,0.2004,0.0319,0.1216,0.1462,0.0000,0.4987,0.2764,0.4049,0.3694,0.2046,0.1582,0.2203,0.1373,0.1430,0.7236,0.7538,0.6696,0.2701,0.1502,0.2988,0.1375,0.5521
2026-05-05T00:00:00Z,342,25,60,"interaction-cooling-1-25-balanced","Interaction cooling 1.25 strategy balanced",1500,138,406,406,0.6685,0.7590,0.5329,0.6276,0.0920,0.0784,0.1077,1.0000,0.9906,1.0000,0.0920,0.0742,0.1679,0.1660,0.1481,0.0502,0.0450,0.0276,0.0314,0.0138,0.1679,0.1859,0.1454,0.2063,0.0379,0.0118,0.0118,0.2217,0.5122,0.1156,1.2045,0.1685,0.0883,0.4514,0.1592,0.2568,0.1916,0.5109,1.3163,3.3877,0.3865,0.0563,0.0802,0.1371,0.1977,0.1001,0.0523,0.1459,0.0451,0.1342,0.0511,0.1473,0.0703,0.0080,0.5067,0.0729,0.0371,0.0254,0.0272,0.6887,0.0000,0.5258,0.6400,0.0528,0.6443,0.5815,0.0001,0.0033,0.6711,0.3214,0.1510,0.1659,0.7476,0.3105,0.5610,0.2185,0.5785,0.1494,2.1480,1.9107,0.0000,0.3176,0.2580,0.1468,0.3957,0.1136,0.0658,0.8749,0.4506,0.5144,0.3153,0.1974,0.0312,0.1138,0.1690,0.0000,0.6124,0.2760,0.4098,0.3697,0.2038,0.1583,0.1199,0.1433,0.1506,0.7240,0.7538,0.6696,0.2701,0.1584,0.3112,0.1459,0.5666
2026-05-05T00:00:00Z,342,25,60,"interaction-cooling-1-25-revolving-door","Interaction cooling 1.25 strategy revolving-door",1500,154,420,420,0.6696,0.7591,0.5333,0.6317,0.1027,0.0883,0.1191,1.0000,0.9909,1.0000,0.1027,0.0742,0.1689,0.1657,0.1485,0.0514,0.0447,0.0281,0.0311,0.0137,0.1689,0.1879,0.1466,0.2069,0.0372,0.0094,0.0134,0.2186,0.5147,0.1154,1.1840,0.1684,0.0876,0.4433,0.1594,0.2568,0.1920,0.5136,1.2979,3.4042,0.3876,0.0565,0.0803,0.1367,0.1985,0.1003,0.0524,0.1454,0.0451,0.1335,0.0514,0.1747,0.0703,0.0093,0.5079,0.0779,0.0481,0.0228,0.0240,0.6887,0.0000,0.5259,0.6400,0.0528,0.6438,0.5815,0.0001,0.0035,0.6709,0.3219,0.1510,0.1662,0.7483,0.3105,0.5612,0.2187,0.5793,0.1544,2.1580,1.8553,0.0000,0.3146,0.2553,0.1456,0.3901,0.1127,0.0652,0.8732,0.4611,0.5207,0.3153,0.2025,0.0324,0.1177,0.1694,0.0000,0.6145,0.2753,0.4010,0.3685,0.2037,0.1509,0.1189,0.1480,0.1496,0.7247,0.7538,0.6696,0.2701,0.1565,0.3083,0.1450,0.5594
