generatedAt,releaseTag,releaseDate,quarter,eventTimeQuarter,eventQuarter,includedInPrimary,treatedActors,controlActors,treatedMeanLogActivity,controlMeanLogActivity,treatedNormalizedFromPre,controlNormalizedFromPre,differenceNormalized,claimBoundary,notes
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2007Q1,-2,no,yes,8,25,12.191643,9.971646,-0.005525,0.219958,-0.225483,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Normalized to each actor's 2007Q1-2007Q2 mean; descriptive only.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2007Q2,-1,no,yes,8,25,12.202693,9.531729,0.005525,-0.219958,0.225483,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Normalized to each actor's 2007Q1-2007Q2 mean; descriptive only.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2007Q3,0,yes,no,8,25,12.320777,9.380338,0.123609,-0.371350,0.494958,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Event quarter is shown descriptively but excluded from the primary contrast because the source period straddles HLOGA.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2007Q4,1,no,yes,8,25,12.320777,10.308312,0.123609,0.556624,-0.433016,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Normalized to each actor's 2007Q1-2007Q2 mean; descriptive only.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2008Q1,2,no,yes,8,25,12.317069,10.307742,0.119901,0.556054,-0.436153,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Normalized to each actor's 2007Q1-2007Q2 mean; descriptive only.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2008Q2,3,no,yes,8,25,12.560469,10.328058,0.363301,0.576371,-0.213070,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Normalized to each actor's 2007Q1-2007Q2 mean; descriptive only.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2008Q3,4,no,yes,8,25,12.326864,10.255179,0.129695,0.503492,-0.373796,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Normalized to each actor's 2007Q1-2007Q2 mean; descriptive only.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,2008Q4,5,no,yes,8,25,12.325524,9.873706,0.128356,0.122018,0.006337,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Normalized to each actor's 2007Q1-2007Q2 mean; descriptive only.
