adjudicationId,canonicalActorId,registrantApiId,clientRelationshipId,filingYear,filingPeriod,periodStart,periodEnd,originalFilingUuid,amendmentFilingUuid,expensesDollars,expensesMethod,evidenceBasis,reviewStatus,independentReviewStatus,actorPeriodAggregationCleared,sourceFingerprint
aaj-2005h1-expense,cand-f7178708cc78,4733,12,2005,mid_year,2005-01-01,2005-06-30,e8171441-7e83-4c9e-b896-51e57a851cc7,d72204ef-692a-4b5f-a757-b480ccd9c646,4020000.00,A,matching_covers_and_explicit_amendment_letter,source_supported_expense_only,pending,false,29fe4b828ad1f8ac488fa5cb14575a324b1a36473ac6b67e2a05ad34ca8ae4e4
