decisionFamilyId,piid,parentPiid,awardingSubtierCode,uei,agency,awardeeName,decisionDate,filedDate,originalActionDate,modificationNumber,actionObligationDollars,currentAwardTotalObligationDollars,performanceStartDate,usaspendingAwardKey,sourceRetrievedDate,frozenCandidateMatches,linkageStatus,independentReviewStatus
B-422689-consolidated,36C10X24N0089,36C10X23D0032,3600,DMPAKJ9N9K66,Department of Veterans Affairs,"MEDLINE INDUSTRIES, LP",2024-09-16,,2024-05-31,0,10000.00,0.00,2024-06-01,CONT_AWD_36C10X24N0089_3600_36C10X23D0032_3600,2026-09-12,0,source_linked_not_estimation_ready,pending
B-422689-consolidated,36C10X24N0108,36C10X23D0032,3600,DMPAKJ9N9K66,Department of Veterans Affairs,"MEDLINE INDUSTRIES, LP",2024-09-16,,2024-05-31,0,10000.00,0.00,2024-06-01,CONT_AWD_36C10X24N0108_3600_36C10X23D0032_3600,2026-09-12,0,source_linked_not_estimation_ready,pending
B-422689-consolidated,36C10X24N0088,36C10X23D0032,3600,DMPAKJ9N9K66,Department of Veterans Affairs,"MEDLINE INDUSTRIES, LP",2024-09-16,,2024-05-31,0,10000.00,0.00,2024-06-01,CONT_AWD_36C10X24N0088_3600_36C10X23D0032_3600,2026-09-12,0,source_linked_not_estimation_ready,pending
B-422689-consolidated,36C10X24N0074,36C10X23D0032,3600,DMPAKJ9N9K66,Department of Veterans Affairs,"MEDLINE INDUSTRIES, LP",2024-09-16,,2024-05-31,0,10000.00,0.00,2024-06-01,CONT_AWD_36C10X24N0074_3600_36C10X23D0032_3600,2026-09-12,0,source_linked_not_estimation_ready,pending
