canonicalActorId,primaryName,actorType,ldaClientId,fecCommitteeId,uei,docketSubmitterId,intermediaryId,sourceSystems,parentActorId,country,state,candidateOnly,candidateStatus,notes
cand-5745845f94a0,ALLIANCE FOR TELECOMMUNICATIONS INDUSTRY SOLUTIONS,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LJ6FBY1LX2L3,not_observed_in_candidate_snapshot,133182027,IRS/ProPublica dark-money bridge; Intermediary bridge; USAspending agency actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=intermediary; opaque_nonprofit_or_dark_money; procurement"
cand-757cad66eed7,"MEHLMAN CONSULTING, INC.",lobbying_firm_or_client_candidate,row-96,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=57; venues=revolving_door; visible_lobbying"
cand-47a12661e34c,THE ALBERT B SABIN VACCINE INSTITUTE INC,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,H5E8NU6N2HZ5,not_observed_in_candidate_snapshot,061389829,Intermediary bridge; USAspending agency actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; procurement"
cand-baf685054e8b,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",lobbying_firm_or_client_candidate,row-111,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=40; venues=revolving_door; visible_lobbying"
cand-ee49c8a89241,BGR GOVERNMENT AFFAIRS,lobbying_firm_or_client_candidate,row-80,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=25; venues=revolving_door; visible_lobbying"
cand-fd82ae0867d2,HOLLAND & KNIGHT LLP,organization_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,WQAXD7KJ46M9,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA revolving-door proxy; USAspending agency actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=24; venues=procurement; revolving_door"
cand-b873bf167c67,BERGER ACTION FUND INC,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,208948868,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-39db075a0df2,FORBES-TATE,lobbying_firm_or_client_candidate,row-45; row-60,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=21; venues=revolving_door; visible_lobbying"
cand-472f2c537845,HB STRATEGIES,lobbying_firm_or_client_candidate,row-31,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=20; venues=revolving_door; visible_lobbying"
cand-b905d6833296,American Petroleum Institute,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,130433430,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=9; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-463d4e66d5b6,KLEIN/JOHNSON GROUP,lobbying_firm_or_client_candidate,row-66,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=16; venues=revolving_door; visible_lobbying"
cand-6309dcdb883f,INVARIANT LLC,lobbying_firm_or_client_candidate,row-54; row-55; row-73; row-81,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=18; venues=revolving_door; visible_lobbying"
cand-bae5f26f5a7f,COASTAL STATES STEWARDSHIP FOUNDATION,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,XBQ8WRXR63P8,not_observed_in_candidate_snapshot,202790697,Intermediary bridge; USAspending agency actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; procurement"
cand-c622a81fd3af,"ALPINE GROUP PARTNERS, LLC.",lobbying_firm_or_client_candidate,row-92,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=11; venues=revolving_door; visible_lobbying"
cand-38a4bec2e968,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",lobbying_firm_or_client_candidate,row-38; row-39,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=12; venues=revolving_door; visible_lobbying"
cand-3eae47ba934b,THORN RUN PARTNERS,lobbying_firm_or_client_candidate,row-12,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=10; venues=revolving_door; visible_lobbying"
cand-81f6b7aa7e13,CREDIT UNION NATIONAL ASSOCIATION INC,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,237065623,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-91ca3975167f,EDISON ELECTRIC INSTITUTE,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,130659550,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-aa2abd728478,"K&L GATES, LLP",lobbying_firm_or_client_candidate,row-16; row-17; row-67,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=10; venues=revolving_door; visible_lobbying"
cand-2c5ecdca3e87,"MERCURY PUBLIC AFFAIRS, LLC",lobbying_firm_or_client_candidate,row-11; row-93,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=9; venues=revolving_door; visible_lobbying"
cand-4aefcd7c7ba9,"CGCN GROUP, LLC",lobbying_firm_or_client_candidate,row-44; row-83; row-119; row-120,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=10; venues=revolving_door; visible_lobbying"
cand-40b95e3fa1e4,GRAYROBINSON PA,lobbying_firm_or_client_candidate,row-84,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=7; venues=revolving_door; visible_lobbying"
cand-42ee0d4c22b9,INVESTMENT COMPANY INSTITUTE,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,135266605,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-d4262e54f05c,CENTER FOR VOTER INFORMATION,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,030554750,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-e698f7065ba5,FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),lobbying_firm_or_client_candidate,row-121,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=6; venues=revolving_door; visible_lobbying"
cand-972301852f3d,NATIONAL ASSOCIATION OF MANUFACTURERS OF THE USA,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,131084330,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-e01d25306095,PLASTICS INDUSTRY ASSOCIATION INC,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,131325282,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-461e4fef8c4d,American Bankers Association,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,4103020241015095001; 4030120241877908000,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,IRS/ProPublica dark-money bridge; OpenFEC,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=10; venues=electoral_money; opaque_nonprofit_or_dark_money"
cand-df8025bd7647,BOUNDARY STONE PARTNERS,lobbying_firm_or_client_candidate,row-7,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=revolving_door; visible_lobbying"
cand-135a3b87729f,"DESIMONE CONSULTING, LLC",lobbying_firm_or_client_candidate,row-18,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=revolving_door; visible_lobbying"
cand-cc0ee008b14e,"THE FERGUSON GROUP, LLC",lobbying_firm_or_client_candidate,row-3; row-72,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=6; venues=revolving_door; visible_lobbying"
cand-b17fee2115be,FTI GOVERNMENT AFFAIRS,lobbying_firm_or_client_candidate,row-51; row-109; row-110; row-118,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=8; venues=revolving_door; visible_lobbying"
cand-c970342e1a80,"DAVIDOFF HUTCHER & CITRON, LLP",nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,row-69,Intermediary bridge; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=intermediary; revolving_door"
cand-e7f91e65a702,MICHAEL BEST STRATEGIES LLC,lobbying_firm_or_client_candidate,row-8; row-9,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=revolving_door; visible_lobbying"
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,130431590,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-d41e5539989d,ENTERTAINMENT SOFTWARE ASSOCIATION,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,133768378,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-fdaa5c654483,"AMERICAN RESOLVE PAC, INC.",nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,4031320241884782000,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,883556572,Intermediary bridge; OpenFEC,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=electoral_money; intermediary"
cand-e5573ef41e28,NATIONAL ASSOCIATION OF SOCIAL WORKERS INC,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,135643515,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-85d26cc95030,AMERICAN CHEMISTRY COUNCIL INC,political_spender_or_recipient_candidate,not_observed_in_candidate_snapshot,4032620251181440001; 4010720251127512001; 4061220241960636000; 4030520241878061000,H7GLBNZ5NFN5,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,OpenFEC; USAspending agency actions,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=electoral_money; procurement"
cand-391f4955b5c9,CRUISE LINES INTERNATIONAL ASSOCIATION INC,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,132600946,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-ae7307f7f83a,RECORD INDUSTRY ASSOCIATION OF AMERICA INC,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,131669037,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-7f78cc33a76d,FUTURES INDUSTRY ASSOCIATION,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,135642275,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,042114561,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-ab6c05707b98,INTERNATIONAL BAR ASSOCIATION,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,131660722,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-f9ba150681ae,COUNCIL OF INSURANCE AGENTS & BROKERS,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,131952497,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-9de92054c1b8,B S A BUSINESS SOFTWARE ALLIANCE,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,061242574,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-4d178a47faa0,HEALTHCARE DISTRIBUTION ALLIANCE HDA,nonprofit_association_or_intermediary_candidate,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,131088150,IRS/ProPublica dark-money bridge; Intermediary bridge,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=2; venues=intermediary; opaque_nonprofit_or_dark_money"
cand-bad441d5a113,BALLARD PARTNERS,lobbying_firm_or_client_candidate,row-100,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=3; venues=revolving_door; visible_lobbying"
cand-bb37e1280fce,NELSON MULLINS RILEY & SCARBOROUGH,lobbying_firm_or_client_candidate,row-19; row-20,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=revolving_door; visible_lobbying"
cand-bad10f86c48f,STEPTOE LLP,lobbying_firm_or_client_candidate,row-105; row-106,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=4; venues=revolving_door; visible_lobbying"
cand-1ea3600ec2aa,WAXMAN STRATEGIES,lobbying_firm_or_client_candidate,row-25; row-42; row-43,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,not_observed_in_candidate_snapshot,LDA; LDA revolving-door proxy,not_reviewed,not_reviewed,not_reviewed,true,candidate_unreviewed_not_estimation_ready,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; sourceRecordCount=5; venues=revolving_door; visible_lobbying"
