canonicalActorId,primaryName,stateClientKey,stateClientName,lobbyistName,primaryLobbyistId,annualLobbyistRegistrationId,businessType,industryTradeType,sourceDate,reportMonth,reportDueDate,fiscalYear,issueCode,periodStart,periodEnd,venue,activityType,activityMeasure,activityAmount,sourceSystem,sourceRecordId,exposureGroup,reformEventId,activityUnits,jurisdiction,matchConfidence,reviewStatus,evidenceRule,reviewer,reviewDate,sourceUrl,notes
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20075003140,Industry,,2008-05-06,May,2008-06-16,2007-2008,co-state-industry,2008-05-06,2008-05-06,state_lobbying,state_lobbying_income,15000.0000,0.0150,Colorado Secretary of State lobbyist income data,20025002192|20075003140|COLORADO LEGISLATIVE SERVICES LLC|2008-05-06|7822,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20075003142,Industry,,2008-05-14,May,2008-06-16,2007-2008,co-state-industry,2008-05-14,2008-05-14,state_lobbying,state_lobbying_income,5000.0000,0.0050,Colorado Secretary of State lobbyist income data,20025002193|20075003142|COLORADO LEGISLATIVE SERVICES LLC|2008-05-14|7823,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20075003142,Industry,,2008-05-23,May,2008-06-16,2007-2008,co-state-industry,2008-05-23,2008-05-23,state_lobbying,state_lobbying_income,5000.0000,0.0050,Colorado Secretary of State lobbyist income data,20025002193|20075003142|COLORADO LEGISLATIVE SERVICES LLC|2008-05-23|7824,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20075003140,Industry,,2008-05-30,May,2008-06-16,2007-2008,co-state-industry,2008-05-30,2008-05-30,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002192|20075003140|COLORADO LEGISLATIVE SERVICES LLC|2008-05-30|7825,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20075003142,Industry,,2008-05-30,May,2008-06-16,2007-2008,co-state-industry,2008-05-30,2008-05-30,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002193|20075003142|COLORADO LEGISLATIVE SERVICES LLC|2008-05-30|7826,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","VORTHMANN, GARIN (Colorado Legislative Strategies)",20075005540,20075005540,Industry,,2008-05-30,May,2008-06-16,2007-2008,co-state-industry,2008-05-30,2008-05-30,state_lobbying,state_lobbying_income,5000.0000,0.0050,Colorado Secretary of State lobbyist income data,20075005540|20075005540|COLORADO LEGISLATIVE SERVICES LLC|2008-05-30|7827,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20075003140,Industry,,2008-06-06,June,2008-07-15,2007-2008,co-state-industry,2008-06-06,2008-06-06,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002192|20075003140|COLORADO LEGISLATIVE SERVICES LLC|2008-06-06|7828,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20075003140,Industry,,2008-06-10,June,2008-07-15,2007-2008,co-state-industry,2008-06-10,2008-06-10,state_lobbying,state_lobbying_income,35000.0000,0.0350,Colorado Secretary of State lobbyist income data,20025002192|20075003140|COLORADO LEGISLATIVE SERVICES LLC|2008-06-10|7829,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20075003142,Industry,,2008-06-10,June,2008-07-15,2007-2008,co-state-industry,2008-06-10,2008-06-10,state_lobbying,state_lobbying_income,25000.0000,0.0250,Colorado Secretary of State lobbyist income data,20025002193|20075003142|COLORADO LEGISLATIVE SERVICES LLC|2008-06-10|7830,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20075003140,Industry,,2008-06-30,June,2008-07-15,2007-2008,co-state-industry,2008-06-30,2008-06-30,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002192|20075003140|COLORADO LEGISLATIVE SERVICES LLC|2008-06-30|7831,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20075003140,Industry,,2008-06-30,June,2008-07-15,2007-2008,co-state-industry,2008-06-30,2008-06-30,state_lobbying,state_lobbying_income,10000.0000,0.0100,Colorado Secretary of State lobbyist income data,20025002192|20075003140|COLORADO LEGISLATIVE SERVICES LLC|2008-06-30|7832,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20075003142,Industry,,2008-06-30,June,2008-07-15,2007-2008,co-state-industry,2008-06-30,2008-06-30,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002193|20075003142|COLORADO LEGISLATIVE SERVICES LLC|2008-06-30|7833,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","VORTHMANN, GARIN (Colorado Legislative Strategies)",20075005540,20075005540,Industry,,2008-06-30,June,2008-07-15,2007-2008,co-state-industry,2008-06-30,2008-06-30,state_lobbying,state_lobbying_income,5000.0000,0.0050,Colorado Secretary of State lobbyist income data,20075005540|20075005540|COLORADO LEGISLATIVE SERVICES LLC|2008-06-30|7834,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20085003441,Industry,,2008-07-11,July,2008-08-15,2008-2009,co-state-industry,2008-07-11,2008-07-11,state_lobbying,state_lobbying_income,10000.0000,0.0100,Colorado Secretary of State lobbyist income data,20025002193|20085003441|COLORADO LEGISLATIVE SERVICES LLC|2008-07-11|7835,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20085003440,Industry,,2008-07-30,July,2008-08-15,2008-2009,co-state-industry,2008-07-30,2008-07-30,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002192|20085003440|COLORADO LEGISLATIVE SERVICES LLC|2008-07-30|7836,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20085003441,Industry,,2008-07-30,July,2008-08-15,2008-2009,co-state-industry,2008-07-30,2008-07-30,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002193|20085003441|COLORADO LEGISLATIVE SERVICES LLC|2008-07-30|7837,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","VORTHMANN, GARIN (Colorado Legislative Strategies)",20075005540,20085003442,Industry,,2008-07-31,July,2008-08-15,2008-2009,co-state-industry,2008-07-31,2008-07-31,state_lobbying,state_lobbying_income,5000.0000,0.0050,Colorado Secretary of State lobbyist income data,20075005540|20085003442|COLORADO LEGISLATIVE SERVICES LLC|2008-07-31|7838,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20085003441,Industry,,2008-08-01,August,2008-09-15,2008-2009,co-state-industry,2008-08-01,2008-08-01,state_lobbying,state_lobbying_income,15000.0000,0.0150,Colorado Secretary of State lobbyist income data,20025002193|20085003441|COLORADO LEGISLATIVE SERVICES LLC|2008-08-01|7839,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20085003440,Industry,,2008-08-12,August,2008-09-15,2008-2009,co-state-industry,2008-08-12,2008-08-12,state_lobbying,state_lobbying_income,15000.0000,0.0150,Colorado Secretary of State lobbyist income data,20025002192|20085003440|COLORADO LEGISLATIVE SERVICES LLC|2008-08-12|7840,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20085003441,Industry,,2008-08-14,August,2008-09-15,2008-2009,co-state-industry,2008-08-14,2008-08-14,state_lobbying,state_lobbying_income,10000.0000,0.0100,Colorado Secretary of State lobbyist income data,20025002193|20085003441|COLORADO LEGISLATIVE SERVICES LLC|2008-08-14|7841,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20085003440,Industry,,2008-08-26,August,2008-09-15,2008-2009,co-state-industry,2008-08-26,2008-08-26,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002192|20085003440|COLORADO LEGISLATIVE SERVICES LLC|2008-08-26|7842,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20085003441,Industry,,2008-08-26,August,2008-09-15,2008-2009,co-state-industry,2008-08-26,2008-08-26,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002193|20085003441|COLORADO LEGISLATIVE SERVICES LLC|2008-08-26|7843,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","VORTHMANN, GARIN (Colorado Legislative Strategies)",20075005540,20085003442,Industry,,2008-08-29,August,2008-09-15,2008-2009,co-state-industry,2008-08-29,2008-08-29,state_lobbying,state_lobbying_income,5000.0000,0.0050,Colorado Secretary of State lobbyist income data,20075005540|20085003442|COLORADO LEGISLATIVE SERVICES LLC|2008-08-29|7844,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20085003440,Industry,,2008-09-15,September,2008-10-15,2008-2009,co-state-industry,2008-09-15,2008-09-15,state_lobbying,state_lobbying_income,40000.0000,0.0400,Colorado Secretary of State lobbyist income data,20025002192|20085003440|COLORADO LEGISLATIVE SERVICES LLC|2008-09-15|7845,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","COLE, JAMES J. (Colorado Legislative Strategies)",20025002193,20085003441,Industry,,2008-09-15,September,2008-10-15,2008-2009,co-state-industry,2008-09-15,2008-09-15,state_lobbying,state_lobbying_income,35000.0000,0.0350,Colorado Secretary of State lobbyist income data,20025002193|20085003441|COLORADO LEGISLATIVE SERVICES LLC|2008-09-15|7846,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",COLORADO LEGISLATIVE SERVICES LLC,"COLORADO LEGISLATIVE SERVICES, LLC","LAYTON, MELANIE M. (Colorado Legislative Strategies)",20025002192,20085003440,Industry,,2008-09-24,September,2008-10-15,2008-2009,co-state-industry,2008-09-24,2008-09-24,state_lobbying,state_lobbying_income,6000.0000,0.0060,Colorado Secretary of State lobbyist income data,20025002192|20085003440|COLORADO LEGISLATIVE SERVICES LLC|2008-09-24|7847,control_unaffected_colorado_state_lobbying_jurisdiction,hloga-2007-federal-lobbying-disclosure,income_dollars; amount_millions,Colorado state,0.7000,reviewed_official_state_lobbying_control_source_row,official-colorado-state-lobbying-income-row-with-observed-prepost-client-coverage,codex-source-audit,2026-07-24,https://data.colorado.gov/Legislative/Professional-Lobbyist-Income-in-Colorado/dxfk-9ifj,official Colorado Secretary of State professional-lobbyist income row; usable as an unaffected-state-jurisdiction control surface for the federal HLOGA shock only; does not prove the client lacks separate federal LDA exposure and does not clear calibrated policy claims
