canonicalActorId,primaryName,ldaClientId,ldaClientApiUrl,filingUuid,filingYear,filingPeriod,filingType,filingDocumentUrl,dtPosted,clientName,registrantName,issueCode,ldaIssueCode,ldaIssueDisplay,periodStart,periodEnd,venue,activityType,activityMeasure,activityAmount,sourceSystem,sourceRecordId,exposureGroup,reformEventId,activityUnits,jurisdiction,matchConfidence,reviewStatus,evidenceRule,reviewer,reviewDate,sourceUrl,notes
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,dfd14ccd-5c6e-4d93-a0f5-e346845c4e07,2004,year_end,YY,https://lda.gov/filings/public/filing/dfd14ccd-5c6e-4d93-a0f5-e346845c4e07/print/,2005-03-01T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fue,FUE,Fuel/Gas/Oil,2004-07-01,2004-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.02000000,Official LDA API,dfd14ccd-5c6e-4d93-a0f5-e346845c4e07|lda-fue|2,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/dfd14ccd-5c6e-4d93-a0f5-e346845c4e07/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,dfd14ccd-5c6e-4d93-a0f5-e346845c4e07,2004,year_end,YY,https://lda.gov/filings/public/filing/dfd14ccd-5c6e-4d93-a0f5-e346845c4e07/print/,2005-03-01T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-tax,TAX,Taxation/Internal Revenue Code,2004-07-01,2004-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.02000000,Official LDA API,dfd14ccd-5c6e-4d93-a0f5-e346845c4e07|lda-tax|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/dfd14ccd-5c6e-4d93-a0f5-e346845c4e07/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,738f5dad-26ac-434e-82cc-e8f3c13feedd,2005,mid_year,MM,https://lda.gov/filings/public/filing/738f5dad-26ac-434e-82cc-e8f3c13feedd/print/,2005-08-24T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fue,FUE,Fuel/Gas/Oil,2005-01-01,2005-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.02500000,Official LDA API,738f5dad-26ac-434e-82cc-e8f3c13feedd|lda-fue|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/738f5dad-26ac-434e-82cc-e8f3c13feedd/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,1c05ce98-b02a-4e6c-8964-f7cf2ae30595,2005,year_end,YY,https://lda.gov/filings/public/filing/1c05ce98-b02a-4e6c-8964-f7cf2ae30595/print/,2006-02-27T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fue,FUE,Fuel/Gas/Oil,2005-07-01,2005-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.01500000,Official LDA API,1c05ce98-b02a-4e6c-8964-f7cf2ae30595|lda-fue|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/1c05ce98-b02a-4e6c-8964-f7cf2ae30595/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,3af0b5c9-a8c0-4e08-91c2-7b9c826d3719,2006,mid_year,MM,https://lda.gov/filings/public/filing/3af0b5c9-a8c0-4e08-91c2-7b9c826d3719/print/,2006-08-17T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fue,FUE,Fuel/Gas/Oil,2006-01-01,2006-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.01800000,Official LDA API,3af0b5c9-a8c0-4e08-91c2-7b9c826d3719|lda-fue|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/3af0b5c9-a8c0-4e08-91c2-7b9c826d3719/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,099a0441-bbad-4951-9803-79dc4d794706,2006,year_end,YY,https://lda.gov/filings/public/filing/099a0441-bbad-4951-9803-79dc4d794706/print/,2007-02-26T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fue,FUE,Fuel/Gas/Oil,2006-07-01,2006-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.01800000,Official LDA API,099a0441-bbad-4951-9803-79dc4d794706|lda-fue|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/099a0441-bbad-4951-9803-79dc4d794706/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,3262,https://lda.gov/api/v1/clients/102310/,2faadfa7-c6a0-4eba-8372-42fa1a285ea9,2006,year_end,YA,https://lda.gov/filings/public/filing/2faadfa7-c6a0-4eba-8372-42fa1a285ea9/print/,2007-02-16T13:33:25-05:00,AMERICAN PUBLIC GAS ASSOCIATION,ALSTON & BIRD LLP,lda-eng,ENG,Energy/Nuclear,2006-07-01,2006-12-31,visible_lobbying,visible_lobbying_filing,1.0000,,Official LDA API,2faadfa7-c6a0-4eba-8372-42fa1a285ea9|lda-eng|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/2faadfa7-c6a0-4eba-8372-42fa1a285ea9/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,3262,https://lda.gov/api/v1/clients/102310/,93264201-87dd-4466-8c4a-22cfc59e6c4c,2006,year_end,YY,https://lda.gov/filings/public/filing/93264201-87dd-4466-8c4a-22cfc59e6c4c/print/,2007-02-13T16:09:57-05:00,AMERICAN PUBLIC GAS ASSOCIATION,ALSTON & BIRD LLP,lda-eng,ENG,Energy/Nuclear,2006-07-01,2006-12-31,visible_lobbying,visible_lobbying_filing,1.0000,,Official LDA API,93264201-87dd-4466-8c4a-22cfc59e6c4c|lda-eng|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/93264201-87dd-4466-8c4a-22cfc59e6c4c/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,3262,https://lda.gov/api/v1/clients/102310/,28145cd1-a9d1-4857-b5e0-a3fb29a4cdc7,2007,mid_year,MM,https://lda.gov/filings/public/filing/28145cd1-a9d1-4857-b5e0-a3fb29a4cdc7/print/,2007-08-06T16:40:45-04:00,AMERICAN PUBLIC GAS ASSOCIATION,ALSTON & BIRD LLP,lda-eng,ENG,Energy/Nuclear,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.04000000,Official LDA API,28145cd1-a9d1-4857-b5e0-a3fb29a4cdc7|lda-eng|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/28145cd1-a9d1-4857-b5e0-a3fb29a4cdc7/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,414dcc36-cd58-419e-a8e5-e2387d444783,2007,mid_year,MM,https://lda.gov/filings/public/filing/414dcc36-cd58-419e-a8e5-e2387d444783/print/,2007-08-07T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fue,FUE,Fuel/Gas/Oil,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.02000000,Official LDA API,414dcc36-cd58-419e-a8e5-e2387d444783|lda-fue|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/414dcc36-cd58-419e-a8e5-e2387d444783/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,3262,https://lda.gov/api/v1/clients/102310/,f200a51d-8c9c-4a10-abec-897f12f26dd6,2007,mid_year,RR,https://lda.gov/filings/public/filing/f200a51d-8c9c-4a10-abec-897f12f26dd6/print/,2007-01-11T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,ALSTON & BIRD LLP,lda-eng,ENG,Energy/Nuclear,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,,Official LDA API,f200a51d-8c9c-4a10-abec-897f12f26dd6|lda-eng|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/f200a51d-8c9c-4a10-abec-897f12f26dd6/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,3262,https://lda.gov/api/v1/clients/102310/,f200a51d-8c9c-4a10-abec-897f12f26dd6,2007,mid_year,RR,https://lda.gov/filings/public/filing/f200a51d-8c9c-4a10-abec-897f12f26dd6/print/,2007-01-11T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,ALSTON & BIRD LLP,lda-nat,NAT,Natural Resources,2007-01-01,2007-06-30,visible_lobbying,visible_lobbying_filing,1.0000,,Official LDA API,f200a51d-8c9c-4a10-abec-897f12f26dd6|lda-nat|2,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/f200a51d-8c9c-4a10-abec-897f12f26dd6/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,5c742088-c65d-4247-925b-2ea04f84dd0d,2007,year_end,YY,https://lda.gov/filings/public/filing/5c742088-c65d-4247-925b-2ea04f84dd0d/print/,2008-02-06T14:41:33.870000-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fin,FIN,Financial Institutions/Investments/Securities,2007-07-01,2007-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.04000000,Official LDA API,5c742088-c65d-4247-925b-2ea04f84dd0d|lda-fin|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/5c742088-c65d-4247-925b-2ea04f84dd0d/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,5c742088-c65d-4247-925b-2ea04f84dd0d,2007,year_end,YY,https://lda.gov/filings/public/filing/5c742088-c65d-4247-925b-2ea04f84dd0d/print/,2008-02-06T14:41:33.870000-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-fue,FUE,Fuel/Gas/Oil,2007-07-01,2007-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.04000000,Official LDA API,5c742088-c65d-4247-925b-2ea04f84dd0d|lda-fue|2,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/5c742088-c65d-4247-925b-2ea04f84dd0d/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
