canonicalActorId,primaryName,ldaClientId,ldaClientApiUrl,filingUuid,filingYear,filingPeriod,filingType,filingDocumentUrl,dtPosted,clientName,registrantName,issueCode,ldaIssueCode,ldaIssueDisplay,periodStart,periodEnd,venue,activityType,activityMeasure,activityAmount,sourceSystem,sourceRecordId,exposureGroup,reformEventId,activityUnits,jurisdiction,matchConfidence,reviewStatus,evidenceRule,reviewer,reviewDate,sourceUrl,notes
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,1751,https://lda.gov/api/v1/clients/160070/,358065cf-c410-4606-b026-a6e10725c3a8,2003,mid_year,MM,https://lda.gov/filings/public/filing/358065cf-c410-4606-b026-a6e10725c3a8/print/,2003-08-04T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),lda-tax,TAX,Taxation/Internal Revenue Code,2003-01-01,2003-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.02000000,Official LDA API,358065cf-c410-4606-b026-a6e10725c3a8|lda-tax|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/358065cf-c410-4606-b026-a6e10725c3a8/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,50ca0707-6dc1-43a0-9115-89ba56ffd0c7,2003,mid_year,MA,https://lda.gov/filings/public/filing/50ca0707-6dc1-43a0-9115-89ba56ffd0c7/print/,2004-02-24T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-eng,ENG,Energy/Nuclear,2003-01-01,2003-06-30,visible_lobbying,visible_lobbying_filing,1.0000,,Official LDA API,50ca0707-6dc1-43a0-9115-89ba56ffd0c7|lda-eng|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/50ca0707-6dc1-43a0-9115-89ba56ffd0c7/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,9bd361f7-98e7-46a9-90cd-267ace5ca84c,2003,mid_year,MM,https://lda.gov/filings/public/filing/9bd361f7-98e7-46a9-90cd-267ace5ca84c/print/,2002-08-29T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-eng,ENG,Energy/Nuclear,2003-01-01,2003-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.10000000,Official LDA API,9bd361f7-98e7-46a9-90cd-267ace5ca84c|lda-eng|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/9bd361f7-98e7-46a9-90cd-267ace5ca84c/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,9bd361f7-98e7-46a9-90cd-267ace5ca84c,2003,mid_year,MM,https://lda.gov/filings/public/filing/9bd361f7-98e7-46a9-90cd-267ace5ca84c/print/,2002-08-29T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-tax,TAX,Taxation/Internal Revenue Code,2003-01-01,2003-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.10000000,Official LDA API,9bd361f7-98e7-46a9-90cd-267ace5ca84c|lda-tax|2,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/9bd361f7-98e7-46a9-90cd-267ace5ca84c/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,da48ba96-86c9-46c6-b602-d07ad8673ef6,2003,year_end,YY,https://lda.gov/filings/public/filing/da48ba96-86c9-46c6-b602-d07ad8673ef6/print/,2004-02-17T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-eng,ENG,Energy/Nuclear,2003-07-01,2003-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.04000000,Official LDA API,da48ba96-86c9-46c6-b602-d07ad8673ef6|lda-eng|2,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/da48ba96-86c9-46c6-b602-d07ad8673ef6/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,da48ba96-86c9-46c6-b602-d07ad8673ef6,2003,year_end,YY,https://lda.gov/filings/public/filing/da48ba96-86c9-46c6-b602-d07ad8673ef6/print/,2004-02-17T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-tax,TAX,Taxation/Internal Revenue Code,2003-07-01,2003-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.04000000,Official LDA API,da48ba96-86c9-46c6-b602-d07ad8673ef6|lda-tax|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/da48ba96-86c9-46c6-b602-d07ad8673ef6/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,1751,https://lda.gov/api/v1/clients/160070/,e8de5ab7-9b7d-4996-a61b-d886104f6a86,2003,year_end,YY,https://lda.gov/filings/public/filing/e8de5ab7-9b7d-4996-a61b-d886104f6a86/print/,2004-02-17T00:00:00-05:00,AMERICAN PUBLIC GAS ASSOCIATION,ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),lda-tax,TAX,Taxation/Internal Revenue Code,2003-07-01,2003-12-31,visible_lobbying,visible_lobbying_filing,1.0000,0.04000000,Official LDA API,e8de5ab7-9b7d-4996-a61b-d886104f6a86|lda-tax|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/e8de5ab7-9b7d-4996-a61b-d886104f6a86/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,1751,https://lda.gov/api/v1/clients/160070/,93504b46-6a96-443b-8a49-7db43356b29a,2004,mid_year,MT,https://lda.gov/filings/public/filing/93504b46-6a96-443b-8a49-7db43356b29a/print/,2004-08-16T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),lda-tax,TAX,Taxation/Internal Revenue Code,2004-01-01,2004-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.00000000,Official LDA API,93504b46-6a96-443b-8a49-7db43356b29a|lda-tax|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/93504b46-6a96-443b-8a49-7db43356b29a/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,95aac699-cc90-4b5f-be0d-fc27f41e5759,2004,mid_year,MM,https://lda.gov/filings/public/filing/95aac699-cc90-4b5f-be0d-fc27f41e5759/print/,2004-08-11T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-eng,ENG,Energy/Nuclear,2004-01-01,2004-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.02000000,Official LDA API,95aac699-cc90-4b5f-be0d-fc27f41e5759|lda-eng|2,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/95aac699-cc90-4b5f-be0d-fc27f41e5759/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
cand-372cc95f9387,AMERICAN PUBLIC GAS ASSOCIATION,12,https://lda.gov/api/v1/clients/167305/,95aac699-cc90-4b5f-be0d-fc27f41e5759,2004,mid_year,MM,https://lda.gov/filings/public/filing/95aac699-cc90-4b5f-be0d-fc27f41e5759/print/,2004-08-11T00:00:00-04:00,AMERICAN PUBLIC GAS ASSOCIATION,THE AMERICAN PUBLIC GAS ASSOCIATION,lda-tax,TAX,Taxation/Internal Revenue Code,2004-01-01,2004-06-30,visible_lobbying,visible_lobbying_filing,1.0000,0.02000000,Official LDA API,95aac699-cc90-4b5f-be0d-fc27f41e5759|lda-tax|1,unassigned_design_candidate,hloga-2007-federal-lobbying-disclosure,filing_count; amount_millions,United States federal,0.8000,reviewed_exact_lda_client_name_source_row,exact-normalized-client-name-match-to-reviewed-canonical-actor,codex-source-audit,2026-09-12,https://lda.gov/filings/public/filing/95aac699-cc90-4b5f-be0d-fc27f41e5759/print/,"official LDA API filing row matched by exact normalized client name or an explicit reviewed registration alias; successor-design acquisition only; treatment/control exposure unassigned; filing versions, source timestamps, reporting cadence, and cross-source actor links require review before estimation"
