reformEventId,canonicalActorId,actorName,comparisonGroup,treated,sourceSystem,sourceOutcome,quarter,quarterIndex,eventTimeQuarter,periodStart,periodEnd,eventQuarter,includedInPrimary,prePostClass,observedSourceRecords,zeroFilled,activityAmountMillions,activityAmountDollars,log1pActivityDollars,preparationRule,claimBoundary
hloga-2007-federal-lobbying-disclosure,cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,4,no,0.13575000,135750.00,11.81857760,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,4,no,0.21000000,210000.00,12.25486757,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,4,no,0.28000000,280000.00,12.54254845,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,4,no,0.23000000,230000.00,12.34583894,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,4,no,0.36000000,360000.00,12.79386209,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,5,no,2.06850829,2068508.29,14.54233875,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,5,no,2.09149171,2091491.71,14.55338859,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,5,no,1.71000000,1710000.00,14.35200451,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,5,no,1.71000000,1710000.00,14.35200451,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,6,no,1.55500000,1555000.00,14.25698675,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,6,no,2.26500000,2265000.00,14.63308576,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,6,no,1.78000000,1780000.00,14.39212448,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,treated_hloga_lda_client,1,Official LDA API,federal LDA reported lobbying amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,6,no,1.68500000,1685000.00,14.33727672,"LDA issue rows collapsed to filing UUID, registration rows removed, latest filing revision retained per actor-client-registrant-period, semiannual amounts allocated to quarters by covered days","Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,3,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,3,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,3,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,3,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,2,no,0.01200000,12000.00,9.39274526,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,3,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,3,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-03d646106379,DENVER DEPARTMENT OF HUMAN SERVICES,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,4,no,0.02400000,24000.00,10.08585078,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,2,no,0.01600000,16000.00,9.68040650,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,3,no,0.02400000,24000.00,10.08585078,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,2,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,3,no,0.02400000,24000.00,10.08585078,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,3,no,0.02600000,26000.00,10.16589028,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,3,no,0.02400000,24000.00,10.08585078,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,3,no,0.02400000,24000.00,10.08585078,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-09762b8d8e6c,COLORADO CONTRACTORS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,10,no,0.13570000,135700.00,11.81820921,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,15,no,0.10710000,107100.00,11.58152759,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,15,no,0.26210000,262100.00,12.47648520,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,17,no,0.15340000,153400.00,11.94081069,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,13,no,0.07800000,78000.00,11.26447693,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,14,no,0.08700000,87000.00,11.37367489,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,21,no,0.23350000,233500.00,12.36094164,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,16,no,0.19100000,191000.00,12.16003394,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,14,no,0.11200000,112000.00,11.62626308,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,6,no,0.02710000,27100.00,10.20732591,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,5,no,0.01800000,18000.00,9.79818259,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,4,no,0.01680000,16800.00,9.72919369,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,5,no,0.01990000,19900.00,9.89852526,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,6,no,0.02780000,27800.00,10.23282727,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,5,no,0.02140000,21400.00,9.97119293,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q3,6,4,2008-07-01,2008-09-30,no,yes,post,7,no,0.02830000,28300.00,10.25065242,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q4,7,5,2008-10-01,2008-12-31,no,yes,post,6,no,0.02740000,27400.00,10.21833479,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q1,0,-2,2007-01-01,2007-03-31,no,yes,clean_pre,3,no,0.02550000,25500.00,10.14647295,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q2,1,-1,2007-04-01,2007-06-30,no,yes,clean_pre,3,no,0.02550000,25500.00,10.14647295,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q3,2,0,2007-07-01,2007-09-30,yes,no,event_quarter_excluded,3,no,0.02550000,25500.00,10.14647295,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2007Q4,3,1,2007-10-01,2007-12-31,no,yes,post,4,no,0.03000000,30000.00,10.30898599,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q1,4,2,2008-01-01,2008-03-31,no,yes,post,4,no,0.01950000,19500.00,9.87822103,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
hloga-2007-federal-lobbying-disclosure,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,0,Colorado Secretary of State lobbyist income data,Colorado state-lobbyist income transaction amount,2008Q2,5,3,2008-04-01,2008-06-30,no,yes,post,5,no,0.02950000,29500.00,10.29217944,one Colorado row retained per client-lobbyist-registration-date-amount receipt key and remaining income summed by actor-quarter,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization."
